age,job,marital,education,default,balance,housing,loan,contact,duration,campaign,poutcome,y
52,technician,married,unknown,0,7,0,0,unknown,203,2,unknown,0
50,management,married,tertiary,0,0,0,0,unknown,326,1,unknown,0
58,retired,married,tertiary,0,0,0,0,unknown,393,1,unknown,0
46,blue-collar,divorced,primary,0,1927,1,0,unknown,241,3,unknown,0
38,technician,married,secondary,0,284,1,0,unknown,483,1,unknown,0
46,blue-collar,married,secondary,0,1660,1,0,unknown,259,1,unknown,0
32,services,single,secondary,0,406,1,0,unknown,227,1,unknown,0
51,blue-collar,married,primary,0,230,1,0,unknown,673,1,unknown,0
39,admin.,single,secondary,0,-25,1,0,unknown,576,1,unknown,0
48,admin.,married,secondary,0,182,1,0,unknown,180,2,unknown,0
36,entrepreneur,married,tertiary,0,1169,1,0,unknown,168,2,unknown,0
34,admin.,divorced,secondary,0,67,1,0,unknown,90,1,unknown,0
40,technician,married,secondary,0,77,0,0,unknown,505,1,unknown,0
43,unemployed,married,secondary,0,0,1,0,unknown,245,1,unknown,0
52,blue-collar,divorced,primary,0,55,1,1,unknown,186,1,unknown,0
33,technician,married,secondary,1,72,1,0,unknown,623,1,unknown,0
49,management,single,tertiary,0,163,1,0,unknown,496,3,unknown,0
32,management,single,tertiary,0,151,1,0,unknown,118,1,unknown,0
39,admin.,single,secondary,0,113,1,0,unknown,342,1,unknown,0
40,blue-collar,married,secondary,0,0,1,0,unknown,225,1,unknown,0
38,technician,single,tertiary,0,9,1,0,unknown,185,3,unknown,0
43,management,married,secondary,0,375,1,0,unknown,196,2,unknown,0
39,services,married,secondary,0,1142,1,0,unknown,276,1,unknown,0
54,blue-collar,married,primary,0,2102,1,0,unknown,76,1,unknown,0
38,technician,single,tertiary,0,4325,1,0,unknown,87,1,unknown,0
40,blue-collar,married,secondary,0,217,1,0,unknown,195,1,unknown,0
55,admin.,married,secondary,0,131,1,0,unknown,744,1,unknown,0
42,management,married,tertiary,0,1680,1,0,unknown,765,1,unknown,0
39,blue-collar,married,secondary,0,0,1,0,unknown,262,1,unknown,0
40,blue-collar,married,primary,0,46,1,0,unknown,119,1,unknown,0
32,blue-collar,married,secondary,0,320,1,0,unknown,198,2,unknown,0
55,admin.,married,secondary,0,183,1,0,unknown,150,1,unknown,0
45,blue-collar,married,secondary,0,39,0,0,unknown,241,1,unknown,0
35,management,single,tertiary,0,560,1,0,unknown,181,1,unknown,0
58,technician,divorced,secondary,0,469,0,0,unknown,196,1,unknown,0
35,admin.,married,secondary,0,530,1,0,unknown,149,1,unknown,0
49,services,married,primary,0,61,1,0,unknown,246,1,unknown,0
34,technician,single,tertiary,0,242,1,0,unknown,112,1,unknown,0
36,blue-collar,married,secondary,0,139,1,0,unknown,309,2,unknown,0
24,self-employed,single,secondary,0,0,1,0,unknown,278,1,unknown,0
34,technician,married,secondary,0,367,1,0,unknown,140,1,unknown,0
51,admin.,divorced,secondary,0,228,1,0,unknown,136,1,unknown,0
39,technician,single,unknown,0,45248,1,0,unknown,1623,1,unknown,1
50,self-employed,married,unknown,0,-84,1,0,unknown,101,1,unknown,0
32,services,single,secondary,0,310,1,0,unknown,144,1,unknown,0
42,blue-collar,married,unknown,0,132,1,0,unknown,238,1,unknown,0
50,technician,married,secondary,0,797,1,0,unknown,354,1,unknown,0
40,services,married,secondary,0,71,0,0,unknown,79,1,unknown,0
46,management,divorced,unknown,0,2,1,0,unknown,187,1,unknown,0
37,management,married,tertiary,0,231,1,1,unknown,451,2,unknown,0
34,blue-collar,married,secondary,0,270,1,1,unknown,159,1,unknown,0
44,blue-collar,married,secondary,0,274,1,1,unknown,409,1,unknown,0
40,admin.,single,secondary,0,-109,1,1,unknown,170,1,unknown,0
37,technician,married,secondary,0,1,1,0,unknown,608,1,unknown,1
33,blue-collar,single,secondary,1,-60,0,0,unknown,243,1,unknown,0
35,blue-collar,married,secondary,0,89,1,0,unknown,145,2,unknown,0
58,blue-collar,divorced,secondary,0,-11,0,0,unknown,112,1,unknown,0
39,blue-collar,married,primary,0,0,1,0,unknown,262,2,unknown,0
43,blue-collar,married,secondary,0,-509,1,0,unknown,124,1,unknown,0
39,unemployed,married,primary,0,408,1,0,unknown,53,1,unknown,0
36,services,single,primary,0,58,1,0,unknown,134,1,unknown,0
57,retired,single,secondary,0,1640,0,1,unknown,204,4,unknown,0
36,admin.,single,secondary,0,20,1,0,unknown,186,1,unknown,0
50,blue-collar,married,primary,0,71,1,0,unknown,678,1,unknown,0
55,blue-collar,married,secondary,0,52,1,0,unknown,182,1,unknown,0
44,self-employed,married,tertiary,0,292,1,0,unknown,162,1,unknown,0
44,services,divorced,secondary,0,424,1,0,unknown,27,1,unknown,0
39,housemaid,single,primary,0,109,1,0,unknown,699,3,unknown,0
46,blue-collar,married,unknown,0,1044,1,0,unknown,43,1,unknown,0
39,blue-collar,married,secondary,0,983,1,0,unknown,97,1,unknown,0
34,admin.,married,secondary,0,869,0,0,unknown,1677,1,unknown,1
40,blue-collar,married,primary,0,668,1,0,unknown,283,2,unknown,0
50,management,married,tertiary,0,964,1,0,unknown,323,1,unknown,0
31,management,single,secondary,0,301,1,0,unknown,82,1,unknown,0
37,admin.,single,secondary,0,140,1,0,unknown,310,1,unknown,0
39,management,single,secondary,0,1877,1,0,unknown,185,1,unknown,0
51,blue-collar,married,primary,0,1127,1,0,unknown,47,1,unknown,0
41,technician,married,secondary,0,871,1,0,unknown,145,1,unknown,0
41,technician,married,secondary,0,767,1,1,unknown,204,1,unknown,0
43,blue-collar,married,secondary,0,0,0,0,unknown,187,1,unknown,0
30,services,single,secondary,0,209,1,0,unknown,30,2,unknown,0
54,management,divorced,primary,0,0,0,0,unknown,472,1,unknown,0
43,blue-collar,divorced,secondary,0,110,1,1,unknown,448,1,unknown,0
59,management,divorced,tertiary,0,-76,1,1,unknown,264,1,unknown,0
47,technician,married,unknown,0,178,1,0,unknown,169,1,unknown,0
40,blue-collar,married,primary,0,-66,1,0,unknown,288,1,unknown,0
32,technician,married,secondary,0,0,1,0,unknown,176,2,unknown,0
29,blue-collar,married,secondary,0,1,1,0,unknown,215,1,unknown,0
36,blue-collar,married,secondary,0,0,1,0,unknown,337,1,unknown,0
55,unemployed,married,tertiary,0,5345,0,0,unknown,278,1,unknown,0
30,blue-collar,divorced,secondary,0,-209,1,0,unknown,188,2,unknown,0
39,admin.,single,secondary,0,0,1,0,unknown,174,2,unknown,0
39,blue-collar,divorced,secondary,0,42,1,0,unknown,226,2,unknown,0
50,blue-collar,divorced,secondary,0,41,1,0,unknown,190,1,unknown,0
44,blue-collar,married,secondary,0,-99,1,0,unknown,111,2,unknown,0
37,technician,single,secondary,0,17,1,0,unknown,164,1,unknown,0
46,admin.,married,primary,0,276,1,1,unknown,157,2,unknown,0
32,technician,single,unknown,0,-170,0,0,unknown,46,1,unknown,0
37,management,single,tertiary,0,230,1,1,unknown,374,1,unknown,0
29,blue-collar,married,secondary,0,9,1,0,unknown,349,1,unknown,0
41,blue-collar,married,secondary,0,946,1,0,unknown,325,1,unknown,0
45,blue-collar,married,primary,0,1297,1,0,unknown,233,2,unknown,0
57,retired,divorced,secondary,0,-331,1,0,unknown,531,1,unknown,0
48,blue-collar,single,secondary,0,44,1,0,unknown,153,1,unknown,0
60,retired,married,secondary,1,15,0,0,unknown,80,1,unknown,0
26,admin.,single,secondary,0,712,1,0,unknown,232,1,unknown,0
58,retired,married,secondary,0,5435,1,0,unknown,118,1,unknown,0
34,admin.,married,secondary,0,507,1,0,unknown,190,1,unknown,0
55,unemployed,divorced,secondary,0,387,1,0,unknown,918,1,unknown,1
41,blue-collar,married,primary,0,0,1,1,unknown,238,1,unknown,0
50,management,divorced,secondary,0,1716,1,0,unknown,82,1,unknown,0
49,entrepreneur,married,secondary,0,167,1,1,unknown,198,3,unknown,0
44,admin.,married,unknown,0,40,0,1,unknown,160,2,unknown,0
44,blue-collar,married,primary,0,148,1,0,unknown,211,1,unknown,0
31,technician,married,secondary,0,17,1,1,unknown,120,1,unknown,0
34,blue-collar,single,tertiary,0,1011,1,0,unknown,136,1,unknown,0
46,management,single,unknown,0,1527,1,0,unknown,269,1,unknown,0
42,management,married,tertiary,0,744,0,0,unknown,157,1,unknown,0
52,admin.,married,secondary,0,484,1,0,unknown,128,1,unknown,0
29,management,single,tertiary,0,0,1,0,unknown,211,1,unknown,0
53,retired,married,primary,0,136,1,0,unknown,267,2,unknown,0
43,blue-collar,married,secondary,0,1335,1,0,unknown,371,2,unknown,0
38,management,married,secondary,0,517,1,0,unknown,288,2,unknown,0
46,management,married,tertiary,0,459,1,0,unknown,221,1,unknown,0
48,management,divorced,unknown,0,549,1,0,unknown,427,1,unknown,0
30,admin.,divorced,secondary,0,83,1,1,unknown,310,1,unknown,0
44,blue-collar,married,primary,0,213,0,0,unknown,158,1,unknown,0
31,housemaid,married,primary,0,203,1,0,unknown,604,3,unknown,0
42,services,single,secondary,0,518,1,0,unknown,198,1,unknown,0
40,management,single,tertiary,0,3877,1,0,unknown,145,1,unknown,0
52,admin.,married,secondary,0,1236,1,0,unknown,247,1,unknown,0
45,blue-collar,divorced,secondary,0,756,1,0,unknown,179,2,unknown,0
48,blue-collar,married,secondary,0,157,1,0,unknown,73,1,unknown,0
45,blue-collar,married,primary,0,-66,1,0,unknown,263,2,unknown,0
34,blue-collar,married,unknown,0,245,1,0,unknown,13,1,unknown,0
34,blue-collar,married,primary,0,-144,1,0,unknown,79,2,unknown,0
46,blue-collar,married,secondary,0,71,1,0,unknown,416,1,unknown,0
49,services,divorced,secondary,0,505,1,0,unknown,162,1,unknown,0
50,technician,married,primary,0,249,1,0,unknown,129,1,unknown,0
34,admin.,single,secondary,0,0,1,0,unknown,150,1,unknown,0
40,unemployed,single,secondary,0,11,1,0,unknown,43,1,unknown,0
36,admin.,married,secondary,0,639,1,0,unknown,191,1,unknown,0
59,blue-collar,divorced,unknown,0,124,1,0,unknown,26,1,unknown,0
45,blue-collar,married,secondary,0,82,1,0,unknown,250,1,unknown,0
36,self-employed,married,tertiary,0,107,1,0,unknown,146,1,unknown,0
56,services,married,secondary,0,473,1,0,unknown,416,1,unknown,0
42,services,divorced,secondary,0,372,1,1,unknown,121,2,unknown,0
30,admin.,married,secondary,0,46,1,0,unknown,114,2,unknown,0
30,student,single,tertiary,0,34,1,0,unknown,289,1,unknown,0
47,self-employed,married,unknown,0,935,1,0,unknown,225,1,unknown,0
33,blue-collar,married,secondary,0,-10,1,0,unknown,123,1,unknown,0
36,admin.,married,secondary,0,-106,1,0,unknown,130,2,unknown,0
39,services,divorced,primary,0,471,1,0,unknown,161,2,unknown,0
56,admin.,divorced,secondary,0,778,1,0,unknown,149,2,unknown,0
39,blue-collar,divorced,unknown,0,170,1,0,unknown,268,2,unknown,0
42,technician,married,secondary,0,315,1,0,unknown,259,2,unknown,0
52,blue-collar,married,secondary,0,3165,0,0,unknown,26,1,unknown,0
36,admin.,divorced,secondary,0,131,1,0,unknown,153,1,unknown,0
35,entrepreneur,married,secondary,1,204,1,0,unknown,424,2,unknown,0
47,technician,married,secondary,0,83,1,0,unknown,179,2,unknown,0
59,services,divorced,secondary,0,0,1,1,unknown,97,1,unknown,0
57,blue-collar,married,primary,0,5431,1,1,unknown,383,1,unknown,0
38,management,married,unknown,0,1759,1,0,unknown,440,1,unknown,0
46,unemployed,married,secondary,0,-125,1,0,unknown,23,1,unknown,0
34,blue-collar,married,secondary,0,0,0,0,unknown,195,1,unknown,0
28,services,single,secondary,0,5090,1,0,unknown,1297,3,unknown,1
38,technician,married,unknown,0,573,1,0,unknown,87,1,unknown,0
56,blue-collar,married,secondary,0,1602,1,0,unknown,427,1,unknown,0
41,blue-collar,single,primary,1,-137,1,1,unknown,189,1,unknown,0
52,technician,married,unknown,0,0,0,0,unknown,195,1,unknown,0
54,services,married,secondary,0,193,0,0,unknown,179,1,unknown,0
61,retired,married,secondary,0,195,1,1,unknown,179,1,unknown,0
53,entrepreneur,married,secondary,0,288,0,0,unknown,69,1,unknown,0
47,technician,married,secondary,0,19,1,0,unknown,105,2,unknown,0
53,blue-collar,married,primary,0,25,1,0,unknown,266,3,unknown,0
46,services,married,secondary,0,216,1,0,unknown,524,2,unknown,0
39,blue-collar,divorced,primary,0,190,1,1,unknown,96,2,unknown,0
56,technician,divorced,secondary,0,99,1,0,unknown,155,2,unknown,0
55,services,divorced,primary,0,2298,1,0,unknown,162,2,unknown,0
44,management,married,tertiary,0,17,1,0,unknown,352,2,unknown,0
37,technician,married,primary,0,0,1,0,unknown,76,4,unknown,0
35,blue-collar,married,primary,0,0,1,0,unknown,154,2,unknown,0
55,blue-collar,married,secondary,0,840,1,0,unknown,310,2,unknown,0
37,services,married,secondary,0,358,1,0,unknown,390,3,unknown,0
30,technician,single,secondary,0,0,1,0,unknown,369,1,unknown,0
37,blue-collar,married,primary,0,-325,1,1,unknown,112,2,unknown,0
36,technician,single,secondary,0,-15,1,0,unknown,341,3,unknown,0
38,technician,married,secondary,0,581,1,0,unknown,79,1,unknown,0
41,admin.,divorced,primary,0,4070,1,0,unknown,140,2,unknown,0
48,retired,married,secondary,0,74,0,1,unknown,315,1,unknown,0
55,services,divorced,secondary,0,141,1,0,unknown,262,2,unknown,0
28,services,divorced,secondary,0,89,0,0,unknown,174,2,unknown,0
54,services,married,secondary,1,0,1,0,unknown,138,3,unknown,0
30,blue-collar,married,secondary,0,450,0,0,unknown,526,2,unknown,0
48,technician,married,tertiary,0,310,0,0,unknown,135,1,unknown,0
31,self-employed,married,secondary,0,0,1,0,unknown,36,5,unknown,0
38,blue-collar,married,secondary,0,384,1,0,unknown,1906,3,unknown,0
37,blue-collar,married,secondary,0,395,1,0,unknown,219,2,unknown,0
37,services,single,unknown,0,-118,1,0,unknown,147,2,unknown,0
56,blue-collar,married,primary,0,5,1,1,unknown,407,2,unknown,0
51,blue-collar,married,secondary,0,50,1,1,unknown,121,1,unknown,0
39,blue-collar,married,secondary,0,285,1,1,unknown,209,1,unknown,0
49,technician,married,unknown,0,15,0,0,unknown,92,2,unknown,0
51,blue-collar,married,primary,0,653,1,1,unknown,208,1,unknown,0
43,self-employed,married,secondary,0,918,1,0,unknown,193,1,unknown,0
32,services,married,secondary,0,243,1,1,unknown,144,1,unknown,0
29,technician,single,tertiary,0,405,1,0,unknown,65,1,unknown,0
48,management,divorced,tertiary,0,1328,1,0,unknown,339,1,unknown,0
55,services,married,primary,0,255,1,0,unknown,285,1,unknown,0
53,blue-collar,married,secondary,0,3397,1,0,unknown,231,1,unknown,0
47,technician,married,unknown,0,2106,1,0,unknown,168,1,unknown,0
39,management,married,tertiary,0,2877,1,0,unknown,278,1,unknown,0
31,blue-collar,single,tertiary,0,60,1,1,unknown,389,1,unknown,0
39,blue-collar,married,primary,0,2226,1,0,unknown,158,1,unknown,0
40,blue-collar,married,primary,0,2880,1,0,unknown,145,2,unknown,0
40,technician,single,unknown,0,-5,1,0,unknown,78,2,unknown,0
48,technician,married,secondary,0,147,0,0,unknown,142,3,unknown,0
33,technician,divorced,secondary,0,7,1,1,unknown,87,1,unknown,0
40,technician,married,secondary,0,109,1,0,unknown,147,2,unknown,0
59,retired,married,primary,0,-119,1,0,unknown,289,1,unknown,0
30,technician,married,secondary,0,484,1,0,unknown,703,1,unknown,1
31,management,single,tertiary,0,1852,1,0,unknown,170,3,unknown,0
35,unemployed,married,secondary,0,533,1,0,unknown,802,1,unknown,0
54,technician,divorced,secondary,0,21,1,0,unknown,381,2,unknown,0
34,admin.,single,unknown,0,2434,1,0,unknown,218,4,unknown,0
32,technician,married,secondary,0,90,1,1,unknown,57,2,unknown,0
56,admin.,divorced,unknown,0,4246,1,0,unknown,304,2,unknown,0
32,admin.,single,tertiary,0,395,1,0,unknown,241,3,unknown,0
42,blue-collar,married,primary,0,15,1,0,unknown,230,1,unknown,0
33,services,married,tertiary,0,85,0,0,unknown,262,3,unknown,0
52,entrepreneur,married,tertiary,0,-184,1,1,unknown,392,2,unknown,0
52,services,married,secondary,0,660,0,0,unknown,201,2,unknown,0
52,blue-collar,divorced,primary,1,-183,1,0,unknown,145,1,unknown,0
30,unemployed,divorced,secondary,0,1144,1,0,unknown,252,1,unknown,0
44,services,divorced,secondary,0,1,1,0,unknown,235,4,unknown,0
35,admin.,married,secondary,0,69,1,1,unknown,235,2,unknown,0
55,management,single,secondary,0,220,1,0,unknown,328,2,unknown,0
33,blue-collar,married,primary,0,332,1,0,unknown,116,2,unknown,0
37,blue-collar,single,secondary,0,240,1,0,unknown,246,1,unknown,0
42,technician,single,secondary,0,0,1,0,unknown,293,1,unknown,0
43,unemployed,married,secondary,0,0,1,0,unknown,37,2,unknown,0
38,entrepreneur,married,tertiary,0,898,1,0,unknown,132,2,unknown,0
37,technician,married,secondary,0,123,1,1,unknown,530,2,unknown,0
31,student,single,secondary,0,252,1,0,unknown,175,3,unknown,0
41,management,married,tertiary,0,65,1,0,unknown,524,2,unknown,0
41,technician,married,secondary,0,-366,1,1,unknown,29,3,unknown,0
29,student,single,secondary,0,209,1,0,unknown,311,2,unknown,0
38,admin.,single,secondary,0,221,1,0,unknown,211,2,unknown,0
44,self-employed,divorced,tertiary,0,4,1,0,unknown,312,3,unknown,0
39,admin.,married,secondary,0,104,1,0,unknown,412,1,unknown,0
28,technician,single,secondary,0,312,1,0,unknown,392,1,unknown,0
33,blue-collar,married,secondary,0,-349,1,0,unknown,191,1,unknown,0
41,services,married,unknown,0,4,0,0,unknown,284,2,unknown,0
40,blue-collar,married,primary,0,-322,1,1,unknown,144,1,unknown,0
29,admin.,married,secondary,0,-150,1,0,unknown,328,1,unknown,0
38,management,married,unknown,0,1349,1,0,unknown,100,1,unknown,0
32,admin.,married,tertiary,0,281,1,0,unknown,226,1,unknown,0
45,services,married,secondary,0,1259,1,0,unknown,507,1,unknown,0
33,admin.,single,secondary,0,101,1,0,unknown,392,1,unknown,0
34,blue-collar,married,secondary,0,848,1,0,unknown,684,2,unknown,0
41,entrepreneur,married,unknown,0,89,1,0,unknown,333,2,unknown,0
41,blue-collar,married,secondary,0,140,1,0,unknown,311,3,unknown,0
35,admin.,single,secondary,0,148,1,0,unknown,128,2,unknown,0
40,technician,single,secondary,0,200,1,0,unknown,322,2,unknown,0
60,self-employed,married,primary,0,46,1,0,unknown,202,4,unknown,0
47,services,divorced,secondary,0,201,1,0,unknown,92,2,unknown,0
46,blue-collar,married,primary,0,530,1,0,unknown,739,3,unknown,0
31,blue-collar,single,secondary,0,0,1,0,unknown,273,2,unknown,0
49,self-employed,married,secondary,0,1,1,0,unknown,260,3,unknown,0
29,blue-collar,married,secondary,0,43,1,0,unknown,268,2,unknown,0
31,management,single,tertiary,0,-173,1,0,unknown,396,2,unknown,0
38,management,married,tertiary,0,389,1,0,unknown,262,1,unknown,0
37,blue-collar,married,primary,0,215,1,1,unknown,308,3,unknown,0
35,technician,married,secondary,0,-131,1,0,unknown,467,2,unknown,0
31,management,single,secondary,0,783,1,0,unknown,320,1,unknown,0
41,admin.,married,secondary,0,0,1,0,unknown,160,3,unknown,0
46,services,married,unknown,0,80,1,0,unknown,245,2,unknown,0
40,services,divorced,secondary,0,105,1,0,unknown,189,2,unknown,0
29,admin.,married,secondary,0,182,1,1,unknown,477,1,unknown,0
49,admin.,married,secondary,0,82,1,0,unknown,310,1,unknown,0
42,management,married,tertiary,0,0,1,0,unknown,65,3,unknown,0
54,services,married,secondary,0,510,1,0,unknown,196,2,unknown,0
40,management,single,tertiary,0,242,1,0,unknown,221,2,unknown,0
53,admin.,married,secondary,0,244,1,1,unknown,197,2,unknown,0
49,management,married,tertiary,0,92,1,0,unknown,221,2,unknown,0
